geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
AZE,Azerbaiyán,1950,PIB per cápita,
AZE,Azerbaiyán,1950,Esperanza de vida,
AZE,Azerbaiyán,1950,Total,
AZE,Azerbaiyán,1955,Años de escolarización,
AZE,Azerbaiyán,1955,Democracia liberal,
AZE,Azerbaiyán,1955,PIB per cápita,
AZE,Azerbaiyán,1955,Esperanza de vida,
AZE,Azerbaiyán,1955,Total,
AZE,Azerbaiyán,1960,Años de escolarización,
AZE,Azerbaiyán,1960,Democracia liberal,
AZE,Azerbaiyán,1960,PIB per cápita,
AZE,Azerbaiyán,1960,Esperanza de vida,
AZE,Azerbaiyán,1960,Total,
AZE,Azerbaiyán,1965,Años de escolarización,
AZE,Azerbaiyán,1965,Democracia liberal,
AZE,Azerbaiyán,1965,PIB per cápita,
AZE,Azerbaiyán,1965,Esperanza de vida,
AZE,Azerbaiyán,1965,Total,
AZE,Azerbaiyán,1970,Años de escolarización,
AZE,Azerbaiyán,1970,Democracia liberal,
AZE,Azerbaiyán,1970,PIB per cápita,
AZE,Azerbaiyán,1970,Esperanza de vida,
AZE,Azerbaiyán,1970,Total,
AZE,Azerbaiyán,1975,Años de escolarización,
AZE,Azerbaiyán,1975,Democracia liberal,
AZE,Azerbaiyán,1975,PIB per cápita,
AZE,Azerbaiyán,1975,Esperanza de vida,
AZE,Azerbaiyán,1975,Total,
AZE,Azerbaiyán,1980,Años de escolarización,0.3368765577621761
AZE,Azerbaiyán,1980,Democracia liberal,0.028
AZE,Azerbaiyán,1980,PIB per cápita,0.6185284319080213
AZE,Azerbaiyán,1980,Esperanza de vida,0.2813619120370832
AZE,Azerbaiyán,1980,Total,0.2012859441720369
AZE,Azerbaiyán,1985,Años de escolarización,0.3886197152424828
AZE,Azerbaiyán,1985,Democracia liberal,0.03
AZE,Azerbaiyán,1985,PIB per cápita,0.6474062095306475
AZE,Azerbaiyán,1985,Esperanza de vida,0.2890833548700289
AZE,Azerbaiyán,1985,Total,0.2161282354126886
AZE,Azerbaiyán,1990,Años de escolarización,0.4488134734139177
AZE,Azerbaiyán,1990,Democracia liberal,0.082
AZE,Azerbaiyán,1990,PIB per cápita,0.6236241412075476
AZE,Azerbaiyán,1990,Esperanza de vida,0.2525698946358722
AZE,Azerbaiyán,1990,Total,0.2759281823506636
AZE,Azerbaiyán,1995,Años de escolarización,0.4520763932762991
AZE,Azerbaiyán,1995,Democracia liberal,0.087
AZE,Azerbaiyán,1995,PIB per cápita,0.4683192444931068
AZE,Azerbaiyán,1995,Esperanza de vida,0.2520732693222579
AZE,Azerbaiyán,1995,Total,0.261035738098898
AZE,Azerbaiyán,2000,Años de escolarización,0.4553684020152504
AZE,Azerbaiyán,2000,Democracia liberal,0.083
AZE,Azerbaiyán,2000,PIB per cápita,0.5149621214812872
AZE,Azerbaiyán,2000,Esperanza de vida,0.2810460203663893
AZE,Azerbaiyán,2000,Total,0.2719558638034201
AZE,Azerbaiyán,2005,Años de escolarización,0.462758851823271
AZE,Azerbaiyán,2005,Democracia liberal,0.072
AZE,Azerbaiyán,2005,PIB per cápita,0.6010881337438877
AZE,Azerbaiyán,2005,Esperanza de vida,0.3151911208125063
AZE,Azerbaiyán,2005,Total,0.281870639041364
AZE,Azerbaiyán,2010,Años de escolarización,0.4703002378788311
AZE,Azerbaiyán,2010,Democracia liberal,0.071
AZE,Azerbaiyán,2010,PIB per cápita,0.7159834466049309
AZE,Azerbaiyán,2010,Esperanza de vida,0.3438651799840725
AZE,Azerbaiyán,2010,Total,0.3011141625092766
AZE,Azerbaiyán,2015,Años de escolarización,0.5031582627042839
AZE,Azerbaiyán,2015,Democracia liberal,0.064
AZE,Azerbaiyán,2015,PIB per cápita,0.7268842146359072
AZE,Azerbaiyán,2015,Esperanza de vida,0.3756453788286122
AZE,Azerbaiyán,2015,Total,0.3062188828529359
AZE,Azerbaiyán,2020,Años de escolarización,0.4481333131757105
AZE,Azerbaiyán,2020,Democracia liberal,0.067
AZE,Azerbaiyán,2020,PIB per cápita,0.714072377944944
AZE,Azerbaiyán,2020,Esperanza de vida,0.3058421126683716
AZE,Azerbaiyán,2020,Total,0.2845642823063513
BDI,Burundi,1870,Años de escolarización,0.0024700384609097
BDI,Burundi,1870,Democracia liberal,0.017
BDI,Burundi,1870,PIB per cápita,0.1785568044608418
BDI,Burundi,1870,Esperanza de vida,0.0191747201441465
BDI,Burundi,1870,Total,0.0194721774686084
BDI,Burundi,1880,Años de escolarización,0.0024700384609097
BDI,Burundi,1880,Democracia liberal,0.027
BDI,Burundi,1880,PIB per cápita,0.1785568044608418
BDI,Burundi,1880,Esperanza de vida,0.0191747201441465
BDI,Burundi,1880,Total,0.021859651291698
BDI,Burundi,1890,Años de escolarización,0.0024700384609097
BDI,Burundi,1890,Democracia liberal,0.037
BDI,Burundi,1890,PIB per cápita,0.1785568044608418
BDI,Burundi,1890,Esperanza de vida,0.0191747201441465
BDI,Burundi,1890,Total,0.0236511749009653
BDI,Burundi,1900,Años de escolarización,0.0024700384609097
BDI,Burundi,1900,Democracia liberal,0.047
BDI,Burundi,1900,PIB per cápita,0.1785568044608418
BDI,Burundi,1900,Esperanza de vida,0.0191747201441465
BDI,Burundi,1900,Total,0.0251088460082996
BDI,Burundi,1913,Años de escolarización,0.0024700384609097
BDI,Burundi,1913,Democracia liberal,0.047
BDI,Burundi,1913,PIB per cápita,0.2259485343928619
BDI,Burundi,1913,Esperanza de vida,0.0350156449236208
BDI,Burundi,1913,Total,0.0309576729589987
BDI,Burundi,1925,Años de escolarización,0.00279297887309
BDI,Burundi,1925,Democracia liberal,0.047
BDI,Burundi,1925,PIB per cápita,0.242924005221966
BDI,Burundi,1925,Esperanza de vida,0.0350156449236208
BDI,Burundi,1925,Total,0.0325068223458474
BDI,Burundi,1929,Años de escolarización,0.0044320256818867
BDI,Burundi,1929,Democracia liberal,0.047
BDI,Burundi,1929,PIB per cápita,0.2456602616775896
BDI,Burundi,1929,Esperanza de vida,0.0444144760282382
BDI,Burundi,1929,Total,0.0388275417029329
BDI,Burundi,1933,Años de escolarización,0.006019455108699
BDI,Burundi,1933,Democracia liberal,0.047
BDI,Burundi,1933,PIB per cápita,0.2464189248460975
BDI,Burundi,1933,Esperanza de vida,0.0444144760282382
BDI,Burundi,1933,Total,0.0419482077123713
BDI,Burundi,1938,Años de escolarización,0.0076137381113882
BDI,Burundi,1938,Democracia liberal,0.047
BDI,Burundi,1938,PIB per cápita,0.2093991494146624
BDI,Burundi,1938,Esperanza de vida,0.0444144760282382
BDI,Burundi,1938,Total,0.0427118922378424
BDI,Burundi,1950,Años de escolarización,0.0109425060835389
BDI,Burundi,1950,Democracia liberal,0.047
BDI,Burundi,1950,PIB per cápita,0.2139550503776652
BDI,Burundi,1950,Esperanza de vida,0.0830860671685145
BDI,Burundi,1950,Total,0.054987800691891
BDI,Burundi,1955,Años de escolarización,0.0135963644672667
BDI,Burundi,1955,Democracia liberal,0.053
BDI,Burundi,1955,PIB per cápita,0.2344002355732998
BDI,Burundi,1955,Esperanza de vida,0.0907673524821081
BDI,Burundi,1955,Total,0.0625743857073957
BDI,Burundi,1960,Años de escolarización,0.0176132596938399
BDI,Burundi,1960,Democracia liberal,0.062
BDI,Burundi,1960,PIB per cápita,0.2480290269734268
BDI,Burundi,1960,Esperanza de vida,0.0954476764813532
BDI,Burundi,1960,Total,0.071305794716989
BDI,Burundi,1965,Años de escolarización,0.0165966447384072
BDI,Burundi,1965,Democracia liberal,0.134
BDI,Burundi,1965,PIB per cápita,0.241173274232437
BDI,Burundi,1965,Esperanza de vida,0.1038267629670123
BDI,Burundi,1965,Total,0.0863855091784677
BDI,Burundi,1970,Años de escolarización,0.0178889688388793
BDI,Burundi,1970,Democracia liberal,0.072
BDI,Burundi,1970,PIB per cápita,0.2800002345663342
BDI,Burundi,1970,Esperanza de vida,0.1089985433690758
BDI,Burundi,1970,Total,0.0791815909135218
BDI,Burundi,1975,Años de escolarización,0.0217021134824127
BDI,Burundi,1975,Democracia liberal,0.073
BDI,Burundi,1975,PIB per cápita,0.2782494520252395
BDI,Burundi,1975,Esperanza de vida,0.1172724053194035
BDI,Burundi,1975,Total,0.0847937339624675
BDI,Burundi,1980,Años de escolarización,0.0246737938656149
BDI,Burundi,1980,Democracia liberal,0.087
BDI,Burundi,1980,PIB per cápita,0.2903989196446699
BDI,Burundi,1980,Esperanza de vida,0.1270669678235293
BDI,Burundi,1980,Total,0.0943399652456117
BDI,Burundi,1985,Años de escolarización,0.0248610678529214
BDI,Burundi,1985,Democracia liberal,0.142
BDI,Burundi,1985,PIB per cápita,0.3074414082422187
BDI,Burundi,1985,Esperanza de vida,0.1359686799810257
BDI,Burundi,1985,Total,0.1102179531054858
BDI,Burundi,1990,Años de escolarización,0.0268908904786642
BDI,Burundi,1990,Democracia liberal,0.092
BDI,Burundi,1990,PIB per cápita,0.3173362604188314
BDI,Burundi,1990,Esperanza de vida,0.1154687871741427
BDI,Burundi,1990,Total,0.0975762961152579
BDI,Burundi,1995,Años de escolarización,0.0397916524974517
BDI,Burundi,1995,Democracia liberal,0.175
BDI,Burundi,1995,PIB per cápita,0.2914842619590456
BDI,Burundi,1995,Esperanza de vida,0.1107378309027245
BDI,Burundi,1995,Total,0.1224433735761816
BDI,Burundi,2000,Años de escolarización,0.0519624268095608
BDI,Burundi,2000,Democracia liberal,0.153
BDI,Burundi,2000,PIB per cápita,0.2576327135468524
BDI,Burundi,2000,Esperanza de vida,0.1318576930482125
BDI,Burundi,2000,Total,0.1281952207071378
BDI,Burundi,2005,Años de escolarización,0.0605469136812534
BDI,Burundi,2005,Democracia liberal,0.154
BDI,Burundi,2005,PIB per cápita,0.250831327559205
BDI,Burundi,2005,Esperanza de vida,0.1699347609381871
BDI,Burundi,2005,Total,0.1411949562552037
BDI,Burundi,2010,Años de escolarización,0.0728617861415135
BDI,Burundi,2010,Democracia liberal,0.157
BDI,Burundi,2010,PIB per cápita,0.2609295691357463
BDI,Burundi,2010,Esperanza de vida,0.2024431785647837
BDI,Burundi,2010,Total,0.156785710213273
BDI,Burundi,2015,Años de escolarización,0.0814439645659575
BDI,Burundi,2015,Democracia liberal,0.062
BDI,Burundi,2015,PIB per cápita,0.2562950153979308
BDI,Burundi,2015,Esperanza de vida,0.2309889675741191
BDI,Burundi,2015,Total,0.1314908395636602
BDI,Burundi,2020,Años de escolarización,0.086399518044038
BDI,Burundi,2020,Democracia liberal,0.05
BDI,Burundi,2020,PIB per cápita,0.2366075961850827
BDI,Burundi,2020,Esperanza de vida,0.2443980509429055
BDI,Burundi,2020,Total,0.12571929484921
BEL,Bélgica,1870,Años de escolarización,0.1237076935734984
BEL,Bélgica,1870,Democracia liberal,0.344
BEL,Bélgica,1870,PIB per cápita,0.5758828642011722
BEL,Bélgica,1870,Esperanza de vida,0.0929304020833063
BEL,Bélgica,1870,Total,0.2184548953126291
BEL,Bélgica,1880,Años de escolarización,0.1420514910576861
BEL,Bélgica,1880,Democracia liberal,0.356
BEL,Bélgica,1880,PIB per cápita,0.5867076008900827
BEL,Bélgica,1880,Esperanza de vida,0.1017833675925061
BEL,Bélgica,1880,Total,0.234422115731617
BEL,Bélgica,1890,Años de escolarización,0.156057397595926
BEL,Bélgica,1890,Democracia liberal,0.349
BEL,Bélgica,1890,PIB per cápita,0.5949165471784624
BEL,Bélgica,1890,Esperanza de vida,0.1109175330457314
BEL,Bélgica,1890,Total,0.2448451520803324
BEL,Bélgica,1900,Años de escolarización,0.156057397595926
BEL,Bélgica,1900,Democracia liberal,0.45
BEL,Bélgica,1900,PIB per cápita,0.6019406763378622
BEL,Bélgica,1900,Esperanza de vida,0.126710182719166
BEL,Bélgica,1900,Total,0.2705300549975286
BEL,Bélgica,1913,Años de escolarización,0.1621173386883005
BEL,Bélgica,1913,Democracia liberal,0.449
BEL,Bélgica,1913,PIB per cápita,0.6310053892090097
BEL,Bélgica,1913,Esperanza de vida,0.1660476462159378
BEL,Bélgica,1913,Total,0.2955189940288438
BEL,Bélgica,1925,Años de escolarización,0.1798973677965679
BEL,Bélgica,1925,Democracia liberal,0.453
BEL,Bélgica,1925,PIB per cápita,0.6163767273539917
BEL,Bélgica,1925,Esperanza de vida,0.202521272629442
BEL,Bélgica,1925,Total,0.3175849933885993
BEL,Bélgica,1929,Años de escolarización,0.1841463240332012
BEL,Bélgica,1929,Democracia liberal,0.453
BEL,Bélgica,1929,PIB per cápita,0.6317806037076973
BEL,Bélgica,1929,Esperanza de vida,0.2096207189946313
BEL,Bélgica,1929,Total,0.3242018118562299
BEL,Bélgica,1933,Años de escolarización,0.1852590787686694
BEL,Bélgica,1933,Democracia liberal,0.452
BEL,Bélgica,1933,PIB per cápita,0.6181891021622656
BEL,Bélgica,1933,Esperanza de vida,0.2167547647620484
BEL,Bélgica,1933,Total,0.3254632697059848
BEL,Bélgica,1938,Años de escolarización,0.1952561013224367
BEL,Bélgica,1938,Democracia liberal,0.453
BEL,Bélgica,1938,PIB per cápita,0.6302757051615756
BEL,Bélgica,1938,Esperanza de vida,0.2300512482275433
BEL,Bélgica,1938,Total,0.3365228002899256
BEL,Bélgica,1950,Años de escolarización,0.2123549601334142
BEL,Bélgica,1950,Democracia liberal,0.637
BEL,Bélgica,1950,PIB per cápita,0.6501887453089116
BEL,Bélgica,1950,Esperanza de vida,0.2984542797501976
BEL,Bélgica,1950,Total,0.402512873714432
BEL,Bélgica,1955,Años de escolarización,0.2303739762277557
BEL,Bélgica,1955,Democracia liberal,0.652
BEL,Bélgica,1955,PIB per cápita,0.6728702148775375
BEL,Bélgica,1955,Esperanza de vida,0.3290193232792823
BEL,Bélgica,1955,Total,0.4270300435881174
BEL,Bélgica,1960,Años de escolarización,0.2443265317722969
BEL,Bélgica,1960,Democracia liberal,0.754
BEL,Bélgica,1960,PIB per cápita,0.6893891337615803
BEL,Bélgica,1960,Esperanza de vida,0.3452768544529826
BEL,Bélgica,1960,Total,0.4576078533220416
BEL,Bélgica,1965,Años de escolarización,0.2601669737235875
BEL,Bélgica,1965,Democracia liberal,0.761
BEL,Bélgica,1965,PIB per cápita,0.7231931854998428
BEL,Bélgica,1965,Esperanza de vida,0.360218819701122
BEL,Bélgica,1965,Total,0.4765564879712416
BEL,Bélgica,1970,Años de escolarización,0.2767174922581469
BEL,Bélgica,1970,Democracia liberal,0.773
BEL,Bélgica,1970,PIB per cápita,0.758111873384231
BEL,Bélgica,1970,Esperanza de vida,0.3667732015557328
BEL,Bélgica,1970,Total,0.4938405532289628
BEL,Bélgica,1975,Años de escolarización,0.3000015567630611
BEL,Bélgica,1975,Democracia liberal,0.766
BEL,Bélgica,1975,PIB per cápita,0.7839712064569864
BEL,Bélgica,1975,Esperanza de vida,0.3848147307706049
BEL,Bélgica,1975,Total,0.5131283617073771
BEL,Bélgica,1980,Años de escolarización,0.3371292531467449
BEL,Bélgica,1980,Democracia liberal,0.788
BEL,Bélgica,1980,PIB per cápita,0.8085002274508178
BEL,Bélgica,1980,Esperanza de vida,0.4095650970754084
BEL,Bélgica,1980,Total,0.544604763151165
BEL,Bélgica,1985,Años de escolarización,0.3643454516413591
BEL,Bélgica,1985,Democracia liberal,0.78
BEL,Bélgica,1985,PIB per cápita,0.814130298448891
BEL,Bélgica,1985,Esperanza de vida,0.4360302066068868
BEL,Bélgica,1985,Total,0.5635787537077915
BEL,Bélgica,1990,Años de escolarización,0.4012790151971857
BEL,Bélgica,1990,Democracia liberal,0.802
BEL,Bélgica,1990,PIB per cápita,0.8365906649016036
BEL,Bélgica,1990,Esperanza de vida,0.4751205730137739
BEL,Bélgica,1990,Total,0.5980457616418382
BEL,Bélgica,1995,Años de escolarización,0.4355120884448049
BEL,Bélgica,1995,Democracia liberal,0.808
BEL,Bélgica,1995,PIB per cápita,0.8466946983289926
BEL,Bélgica,1995,Esperanza de vida,0.4970691888717741
BEL,Bélgica,1995,Total,0.6203528971938618
BEL,Bélgica,2000,Años de escolarización,0.4639634720768071
BEL,Bélgica,2000,Democracia liberal,0.821
BEL,Bélgica,2000,PIB per cápita,0.8680295929875659
BEL,Bélgica,2000,Esperanza de vida,0.5259848008455195
BEL,Bélgica,2000,Total,0.6457786284555405
BEL,Bélgica,2005,Años de escolarización,0.4989383105852065
BEL,Bélgica,2005,Democracia liberal,0.813
BEL,Bélgica,2005,PIB per cápita,0.8790720387825591
BEL,Bélgica,2005,Esperanza de vida,0.5728824294467312
BEL,Bélgica,2005,Total,0.6722902945516609
BEL,Bélgica,2010,Años de escolarización,0.5158760808474903
BEL,Bélgica,2010,Democracia liberal,0.827
BEL,Bélgica,2010,PIB per cápita,0.884109058840263
BEL,Bélgica,2010,Esperanza de vida,0.616035616128811
BEL,Bélgica,2010,Total,0.6942895696512128
BEL,Bélgica,2015,Años de escolarización,0.5250424837862935
BEL,Bélgica,2015,Democracia liberal,0.835
BEL,Bélgica,2015,PIB per cápita,0.8874192591582212
BEL,Bélgica,2015,Esperanza de vida,0.6613942124349133
BEL,Bélgica,2015,Total,0.7122255353096344
BEL,Bélgica,2020,Años de escolarización,0.6124263361061004
BEL,Bélgica,2020,Democracia liberal,0.823
BEL,Bélgica,2020,PIB per cápita,0.8850894108488423
BEL,Bélgica,2020,Esperanza de vida,0.6555560061785031
BEL,Bélgica,2020,Total,0.7353814317288657
BEN,Benin,1870,Años de escolarización,0.0024700384609097
BEN,Benin,1870,Democracia liberal,0.012
BEN,Benin,1870,PIB per cápita,0.3470894501365669
BEN,Benin,1870,Esperanza de vida,0.0191747201441465
BEN,Benin,1870,Total,0.0210748189475141
BEN,Benin,1880,Años de escolarización,0.0024700384609097
BEN,Benin,1880,Democracia liberal,0.022
BEN,Benin,1880,PIB per cápita,0.3357842086237718
BEN,Benin,1880,Esperanza de vida,0.0191747201441465
BEN,Benin,1880,Total,0.0243208598270536
BEN,Benin,1890,Años de escolarización,0.0032142833344092
BEN,Benin,1890,Democracia liberal,0.032
BEN,Benin,1890,PIB per cápita,0.3409978050718655
BEN,Benin,1890,Esperanza de vida,0.0191747201441465
BEN,Benin,1890,Total,0.028637077057825
BEN,Benin,1900,Años de escolarización,0.0039600312278594
BEN,Benin,1900,Democracia liberal,0.042
BEN,Benin,1900,PIB per cápita,0.3502203825139554
BEN,Benin,1900,Esperanza de vida,0.0191747201441465
BEN,Benin,1900,Total,0.0325090731941513
BEN,Benin,1913,Años de escolarización,0.0047072882243152
BEN,Benin,1913,Democracia liberal,0.042
BEN,Benin,1913,PIB per cápita,0.3479370722884454
BEN,Benin,1913,Esperanza de vida,0.0314623425114963
BEN,Benin,1913,Total,0.0383555275174671
BEN,Benin,1925,Años de escolarización,0.0024700384609097
BEN,Benin,1925,Democracia liberal,0.043
BEN,Benin,1925,PIB per cápita,0.3382524991460657
BEN,Benin,1925,Esperanza de vida,0.0314623425114963
BEN,Benin,1925,Total,0.0326062654603658
BEN,Benin,1929,Años de escolarización,0.0062063540437841
BEN,Benin,1929,Democracia liberal,0.043
BEN,Benin,1929,PIB per cápita,0.3359730690845955
BEN,Benin,1929,Esperanza de vida,0.0386015372631007
BEN,Benin,1929,Total,0.0431323893867213
BEN,Benin,1933,Años de escolarización,0.0067073980461212
BEN,Benin,1933,Democracia liberal,0.043
BEN,Benin,1933,PIB per cápita,0.3206752934886486
BEN,Benin,1933,Esperanza de vida,0.0386015372631007
BEN,Benin,1933,Total,0.0434683503933199
BEN,Benin,1938,Años de escolarización,0.0072091228149751
BEN,Benin,1938,Democracia liberal,0.043
BEN,Benin,1938,PIB per cápita,0.3388391685014837
BEN,Benin,1938,Esperanza de vida,0.0444144760282382
BEN,Benin,1938,Total,0.0464747708957411
BEN,Benin,1950,Años de escolarización,0.0082146220695116
BEN,Benin,1950,Democracia liberal,0.045
BEN,Benin,1950,PIB per cápita,0.377615564897917
BEN,Benin,1950,Esperanza de vida,0.0583420977692354
BEN,Benin,1950,Total,0.0534205072254086
BEN,Benin,1955,Años de escolarización,0.0094392777651687
BEN,Benin,1955,Democracia liberal,0.072
BEN,Benin,1955,PIB per cápita,0.3615667479653639
BEN,Benin,1955,Esperanza de vida,0.0679352160170341
BEN,Benin,1955,Total,0.0639202811551112
BEN,Benin,1960,Años de escolarización,0.0104870561521123
BEN,Benin,1960,Democracia liberal,0.188
BEN,Benin,1960,PIB per cápita,0.3608623940673231
BEN,Benin,1960,Esperanza de vida,0.0821558225195108
BEN,Benin,1960,Total,0.0874375246325844
BEN,Benin,1965,Años de escolarización,0.0128667228554352
BEN,Benin,1965,Democracia liberal,0.228
BEN,Benin,1965,PIB per cápita,0.3677722298792346
BEN,Benin,1965,Esperanza de vida,0.0985199456425706
BEN,Benin,1965,Total,0.1015375014660686
