"decil","codigo","desagregacion","gran_categoria","categoria","subcategoria","rubro","instrumento","variable","valor"
"9","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000573138500784497"
"10","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000149487047900205"
"1","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.284377654155951"
"2","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.279650953404848"
"3","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.157687430786282"
"4","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.102881982485254"
"5","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.0671831549056709"
"6","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.0447415288166485"
"7","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.0327059132508851"
"8","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.0171182004351388"
"9","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.00911889145900157"
"10","3.1.1.2.04","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Asignación Universal por Hijo (AUH)","Participación en la concentración","0.00453429030032014"
"1","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.059073136133137"
"2","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0305970486661199"
"3","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0521219851491928"
"4","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.042434966201128"
"5","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0490193827104316"
"6","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0434564355336529"
"7","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0482218343732682"
"8","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.048541085050582"
"9","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0470746235132214"
"10","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Concentración per cápita (en dólares PPP 2011)","0.0445563358236058"
"1","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0356414745609124"
"2","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00472389696866232"
"3","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00519860034845394"
"4","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00313329129014492"
"5","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00283179858042212"
"6","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.001995068094116"
"7","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0017676227575233"
"8","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00138482261265463"
"9","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000978221509914112"
"10","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000485675487339027"
"1","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.126988611484762"
"2","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.0657908857408105"
"3","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.112062890190097"
"4","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.0910264621430079"
"5","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.105638199917467"
"6","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.0934105077276608"
"7","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.103604337464347"
"8","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.10446282094455"
"9","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.101213826999566"
"10","3.1.1.2.05","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Comedores","Participación en la concentración","0.0958014573877332"
"1","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","5.07392683669874"
"2","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","1.15683839240683"
"3","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","1.61220361188446"
"4","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","1.49716463488065"
"5","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","1.00133500230751"
"6","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","1.17440792973788"
"7","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","0.903036131822314"
"8","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","0.855847298799852"
"9","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","0.637762410951788"
"10","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Concentración per cápita (en dólares PPP 2011)","0.716724419907553"
"1","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Incidencia fiscal respecto al ingreso de mercado más pensiones","3.06132780671324"
"2","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.178604983596799"
"3","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.160799751477828"
"4","3.1.1.2.06","9","Transferencias y subsidios","Transferencias","Transferencias monetarias","No contributivas","Moratoria previsional","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.110546875144202"
